clean_review,y
I genuinely give review mobile redmi note 7 pro use mobile almost 3month reason behind buy redmi mobile I last mobile mi redmi note 4 2 half year mobile good manner I buy redmi note 7 pro I expect good back camera 48 5 rear cam absolutely useless difference 12 mp 48 mp cam mobile zoom portrait mode 48 mp I dout 48,0
receive product within 5 day order flipkart service awesome delivery fast come phone big crisp display awesome camera good gaming experience heating problem issue I recommend people use xiaomi phone 1st phone xiaomi I recommend use xiaomi phonesa I see calendar app ask sm permission calculator ask location permissionthink twice calendar app need sm permission calculator app,0
3 rd class productnot even 1 starno networkalso customer support nildont waste moneyi strongly recommend buy flipkartthere several competitive online site also provide good customer servicesupport,0
I get new mobile mar2019 work well till one fine day take bag I find extremely overheat unusually high temperature I put front ac let cool would heat perhaps till battery got drain restart initial screen come couple time subsequently everything stop work also slight bulge back side phoneon check phone authorized person,0
camera bad condition even clear photo get picture quality like well 2mp camera I really recommend one buy 48 mp great joke mistake buy,0
camera quality mobile good zoom option 48 mp rear camera 48 mp available video recording I think camera phone battery capacity good ok kind phone look great hand value money,0
redmi always favorite brand performance amazing however time happy phone3 gb ram phone first mi phone redmi 4a I use many app I use toggle use 8 app time I happybuye 4 gb ram phone I think I might get well performance phone bad 3 gb ram phone pros1 good camera quality2 speed okay great3 volume also okay4 battery backup,0
dear sir I receive product mobile redmi note 7 pro 17 jun 2019 early one year back I purchase redmi note 5procompare I feel redmi note 5 pro well redmi note 7 pro internet slow compare note 5 pro touch screen response good observationwhile talk screen flactuate intermittently could understand logicreason rear camera view betterfrontselfie camera picture quality b,0
review one month use overall performance okay pointer need focus buy 1 camera upto mark seem like duplicate image 2 expect light weight quite heavy 3 comfortable hold 4 battery backup superb 5 pocessor good,0
abstruse difference bw 12mp 48 mp camera 48 mp camera myth front camera seem like vga camera battery last 9 hour narmal usage processor good display good 4 g download speed good speaker sound good slow motion video lag play sometimesback camera take good photo fingerprint scanner stop work within 1 half year,0
I get phone 18th aprillook awesome however place satisfy camera quality well price range pro camera 48 mp give every detail scene try google camera feature plus point night modeperformance smooth fast performance specialiwhen many app oppen gaming also smooth hit quick play game take exposure sunlightscreen amole steel bright c,0
good mobile 6 gb available available also flipkart page show,0
phone near good goodpros1 good back camera2 fast processor hence nice performance3 good display4 water drop notch give 5 star look5 gorilla glass protectioncons1 bad selfie camera feel like camera redmi 5a2 heating problem device get much heat keep close inclosure jean pocket polythene protect rain3 camera app hang continuous picture click hope issue solve ota update,0
phone heating issue although I use instagram 3035 min 48 mp camera good zoom close range 48 mp good enough battery charging fast drain also fast atlast go upto 445 hour heavy use heating major problem summer think play 2 hour thumb think useful,0
camera good hardly use 48mp mode battery display also fine highly anticipate snapdragon 686 processor great phone lag couple time switch different app sometimes frustrating also phone feel heavy holdthere heating issue sure even fast chargersalso overall look pretty good back glass,0
incoming call issue try vodafone airtel sim time I able receive call caller get message like reachable even busy tone even I good range busy google issue feel people issue surprisingly I able make outgoing call I realize value brand like samsung motorola,0
every thing get good processor performance rock good camera samsung oppo vi vo feel like chinese many bug osos also good compare samsungif want performance budget range device well,0
like typical mi device use mi device nothing new much hype camera nothing like 48 mp gimmick buy look well camera within phone camera phone price category nothing special battery performance wise quite ok,0
never buy mi product bad quality waste moneyi buy mobile flash deal several attempt initially run fine month one month normal usageno gaming call social medium phone show true colormost basic thing phone call I able listen person voice call look like manufacturing bug bad quality even basic function workingnote I drop ph,0
camera quality per expectation mention advertisement focus 48 mp picture quality picture quality poor charging also slow mobile charger get heat charge sound quality speaker crystal clear low well buy another brand amount note 7 pro mean wastage money,0
