/sentence/#id,/sentence/@id,Category,/sentence/aspectTerms/aspectTerm/@from,Polarity,Term,/sentence/aspectTerms/aspectTerm/@to,Text
4253,1293,ROOMS#GENERAL,95,positive,موظفين,101,"بجد رحلة جميلة جدا , احسن معاملة و تفاهم و حمامات السباحه كتير جدا و نضيفة و غرف النوم جميلة و موظفين اعلي مستوي ,"
4253,1293,SERVICE#GENERAL,0,positive,NULL,0,"بجد رحلة جميلة جدا , احسن معاملة و تفاهم و حمامات السباحه كتير جدا و نضيفة و غرف النوم جميلة و موظفين اعلي مستوي ,"
4254,1293,FOOD_DRINKS#QUALITY,0,positive,الاكل,5,"الاكل ممتاز و لذيذ و يناسب الكل و اصناف كتير , هدوء جامد و جميل و مناظر جميلة ,"
4254,1293,FOOD_DRINKS#QUALITY,0,positive,NULL,0,"الاكل ممتاز و لذيذ و يناسب الكل و اصناف كتير , هدوء جامد و جميل و مناظر جميلة ,"
4254,1293,FOOD_DRINKS#STYLE_OPTIONS,0,positive,NULL,0,"الاكل ممتاز و لذيذ و يناسب الكل و اصناف كتير , هدوء جامد و جميل و مناظر جميلة ,"
4254,1293,HOTEL#GENERAL,0,positive,NULL,0,"الاكل ممتاز و لذيذ و يناسب الكل و اصناف كتير , هدوء جامد و جميل و مناظر جميلة ,"
4255,1293,SERVICE#GENERAL,0,positive,فريق الانيميشن,14,"فريق الانيميشن رائع و الشيف و المدير متفهمين جدا و بيسعوا علي سعدتنا , بجد شكر خاص جدا للمدير و الشيف و جميع الموظفين 3gt;"
4256,2118,HOTEL#CLEANLINESS,28,negative,الفندق,34,لن اذهب إليه أبدًا مرة أخرى الفندق ليس نظيفًأ ويهتز ليلًأ من الموسيقى الصاخبة ... الطعام سيئًا للغاية. لا أوصى بالنزول في هذا الفندق وخاصة أن موقعه يبعد عن وسط المدينة!!! سوف تضطر إلى طلب سيارة أجرة وسوف يبتزك سائقها بالتأكيد
4256,2118,FOOD_DRINKS#QUALITY,82,negative,الطعام,88,لن اذهب إليه أبدًا مرة أخرى الفندق ليس نظيفًأ ويهتز ليلًأ من الموسيقى الصاخبة ... الطعام سيئًا للغاية. لا أوصى بالنزول في هذا الفندق وخاصة أن موقعه يبعد عن وسط المدينة!!! سوف تضطر إلى طلب سيارة أجرة وسوف يبتزك سائقها بالتأكيد
4256,2118,LOCATION#GENERAL,142,negative,موقعه,147,لن اذهب إليه أبدًا مرة أخرى الفندق ليس نظيفًأ ويهتز ليلًأ من الموسيقى الصاخبة ... الطعام سيئًا للغاية. لا أوصى بالنزول في هذا الفندق وخاصة أن موقعه يبعد عن وسط المدينة!!! سوف تضطر إلى طلب سيارة أجرة وسوف يبتزك سائقها بالتأكيد
4257,1908,HOTEL#GENERAL,32,negative,النظافة,39,حزين جدا لاختيار هذا الفندق سوء النظافة (وجود صرصار في الجناح) وكان تعامل الإدارة سلبى جدا بدون أي اعتزار
4257,1908,HOTEL#CLEANLINESS,68,negative,تعامل الإدارة,81,حزين جدا لاختيار هذا الفندق سوء النظافة (وجود صرصار في الجناح) وكان تعامل الإدارة سلبى جدا بدون أي اعتزار
4257,1908,SERVICE#GENERAL,0,negative,NULL,0,حزين جدا لاختيار هذا الفندق سوء النظافة (وجود صرصار في الجناح) وكان تعامل الإدارة سلبى جدا بدون أي اعتزار
4258,1908,SERVICE#GENERAL,10,negative,موظفي الاستقبال,25,سوء تعامل موظفي الاستقبال وعدم تجاوبهم تقريبا تماما وتدنى لغة الحوار حيث يتم استخدام لفظ (ياريس) مع النزلاء
4258,1908,SERVICE#GENERAL,58,negative,لغة الحوار,68,سوء تعامل موظفي الاستقبال وعدم تجاوبهم تقريبا تماما وتدنى لغة الحوار حيث يتم استخدام لفظ (ياريس) مع النزلاء
4259,1908,SERVICE#GENERAL,7,negative,المدير,13,رد فعل المدير عند ابلاغة باي شكوي كان سلبى جدا جدا
4260,1224,SERVICE#GENERAL,0,positive,الفندق,6,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4260,1224,HOTEL#QUALITY,38,positive,طاقم توفير مواصلات,56,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4260,1224,SERVICE#GENERAL,66,positive,استعلامات,75,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4260,1224,SERVICE#GENERAL,80,positive,أمانه فندق,90,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4260,1224,SERVICE#GENERAL,116,positive,العاملين,124,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4260,1224,SERVICE#GENERAL,144,positive,متعاونين,152,الفندق ممتاز واشكر كل من يعمل بة سواء طاقم توفير مواصلات او شف او استعلامات بكل أمانه فندق محترم جداً و اجمل ما فيه العاملين بيه محترمين جداً و متعاونين
4261,1224,ROOMS#DESIGN_FEATURES,0,positive,الغرف,5,الغرف (واسعة والنظافة من اعلى المستويات)
4261,1224,ROOMS#CLEANLINESS,0,positive,NULL,0,الغرف (واسعة والنظافة من اعلى المستويات)
4262,1224,FOOD_DRINKS#STYLE_OPTIONS,1,positive,لاكل,5,الاكل(متنوع كل يوم مختلف)
4263,1224,SERVICE#GENERAL,0,positive,الموظفين,8,الموظفين (تحفه وغير تقليدي بالمرة كلهم مثل بيبو واسلام.ومستر هاني
4264,2090,HOTEL#GENERAL,0,negative,فندق,4,فندق مروع هذى الفندق من اسواء الفنادق اللتى اقمت بها فهم يقولون انه 3 نجوم ولا كنه لايستحق حتى نجمه واحده
4264,2090,HOTEL#GENERAL,14,negative,الفندق,20,فندق مروع هذى الفندق من اسواء الفنادق اللتى اقمت بها فهم يقولون انه 3 نجوم ولا كنه لايستحق حتى نجمه واحده
4265,2090,ROOMS#CLEANLINESS,0,negative,الغرف,5,الغرف متسخه جدا الارضيه غير نظيفه بالمره الوجبات سيئه جدا بمنتهى الامانه هذى الفندق ليس ادمى لايمكن لبشر الاقامه به
4265,2090,FOOD_DRINKS#QUALITY,41,negative,الوجبات,48,الغرف متسخه جدا الارضيه غير نظيفه بالمره الوجبات سيئه جدا بمنتهى الامانه هذى الفندق ليس ادمى لايمكن لبشر الاقامه به
4266,1349,HOTEL#PRICES,0,negative,NULL,0,مادي جدا
4267,1349,SERVICE#GENERAL,17,positive,الموظفين,25,صراحة التعامل مع الموظفين جدا رائع
4268,1349,ROOMS#GENERAL,5,negative,الغرف,10,لاكن الغرف جدا سيئة يبغالها صيانة
4269,1349,HOTEL#PRICES,51,negative,الفندق,57,غالي جدا كل شي غالي 5 ايام كلفتني عشرة آلاف فقط في الفندق
4270,1349,ROOMS_AMENITIES#GENERAL,0,negative,غرف,3,غرف غير مجهزة كانت باي شي غير المناشف  كل يوم ينقلونا غرفة  للاسف تكون اصغر من الي قبلها
4270,1349,ROOMS#DESIGN_FEATURES,54,negative,غرفة,58,غرف غير مجهزة كانت باي شي غير المناشف  كل يوم ينقلونا غرفة  للاسف تكون اصغر من الي قبلها
4271,1349,FACILITIES#CLEANLINESS,0,negative,المسبح,6,المسبح جدا وسخ . الاطفال نازلين بالحفاظات  صحيح راقي لاكن ما يشعرو الشخص انة بمكان راقي  عموما ما راح اكرر النزلة بالفندق لو مجاني
4272,63,SERVICE#GENERAL,0,neutral,خدمةٌ,5,خدمةٌ جيدةٌ  يقع الفندق في موقع جيد بالقرب من المطار المحلي والدولي فى أندهيري شرق مومباي. لقد حصلنا على نقلٍ مجاني من وإلى المطار.
4272,63,LOCATION#GENERAL,17,neutral,الفندق,23,خدمةٌ جيدةٌ  يقع الفندق في موقع جيد بالقرب من المطار المحلي والدولي فى أندهيري شرق مومباي. لقد حصلنا على نقلٍ مجاني من وإلى المطار.
4273,63,SERVICE#GENERAL,0,positive,الخدمة,6,الخدمة ممتازة وتحقّق كل المعايير. فيه مطعم جيد ويمكن الوصول بسهولة إلى جميع المناطق الجيدة من موقع الفندق.
4273,63,FACILITIES#QUALITY,38,neutral,مطعم,42,الخدمة ممتازة وتحقّق كل المعايير. فيه مطعم جيد ويمكن الوصول بسهولة إلى جميع المناطق الجيدة من موقع الفندق.
4274,227,HOTEL#COMFORT,12,positive,الفندق,18,اقامة طويلة الفندق امن جدا وبسيط غرفة ليست كبيرة لكنها نظيفة الخدمة جيده وكل العاملين يحاولون إرضائك الأكل جيد وان كان يميل للأكل الكيني حريف وحار لكنه مقبول الكهرباء لاتنقطع إلا لحظة تغيير المولد الحجرات كلها مكيفه المياه متاحة طول اليوم الغسيل في مواعيد ثابتة ونظيف لا توجد اي سرقات
4274,227,ROOMS#CLEANLINESS,33,positive,غرفة,37,اقامة طويلة الفندق امن جدا وبسيط غرفة ليست كبيرة لكنها نظيفة الخدمة جيده وكل العاملين يحاولون إرضائك الأكل جيد وان كان يميل للأكل الكيني حريف وحار لكنه مقبول الكهرباء لاتنقطع إلا لحظة تغيير المولد الحجرات كلها مكيفه المياه متاحة طول اليوم الغسيل في مواعيد ثابتة ونظيف لا توجد اي سرقات
